時間,里程,南北向,小客車,小貨車,大客車,大貨車,聯結車,速度
3,1906.0,2.0,55.0,7.0,3.0,3.0,2.0,108
3,1960.0,1.0,158.0,26.0,5.0,10.0,8.0,115
3,1960.0,2.0,73.0,14.0,5.0,8.0,6.0,115
3,2011.0,1.0,127.0,24.0,3.0,7.0,4.0,111
3,2011.0,2.0,71.0,13.0,6.0,2.0,4.0,111
3,2089.0,1.0,106.0,26.0,3.0,7.0,8.0,111
3,2089.0,2.0,76.0,11.0,2.0,3.0,7.0,111
3,2156.0,1.0,115.0,22.0,1.0,7.0,5.0,111
3,2156.0,2.0,63.0,11.0,4.0,1.0,6.0,111
3,2249.0,1.0,102.0,18.0,2.0,5.0,5.0,111
3,2249.0,2.0,65.0,10.0,4.0,4.0,2.0,111
3,2322.0,1.0,91.0,18.0,4.0,5.0,6.0,108
3,2322.0,2.0,59.0,11.0,3.0,4.0,3.0,108
3,2394.0,1.0,90.0,13.0,4.0,10.0,7.0,111
3,2394.0,2.0,52.0,11.0,3.0,3.0,5.0,111
3,2425.0,1.0,84.0,15.0,4.0,7.0,5.0,115
3,2425.0,2.0,56.0,9.0,4.0,4.0,3.0,115
3,2472.0,1.0,78.0,12.0,5.0,4.0,4.0,111
3,2472.0,2.0,50.0,15.0,3.0,4.0,3.0,111
3,2514.0,1.0,81.0,13.0,3.0,1.0,9.0,111
3,2514.0,2.0,54.0,16.0,5.0,4.0,3.0,111
3,2603.0,1.0,65.0,9.0,3.0,7.0,13.0,111
3,2603.0,2.0,39.0,11.0,5.0,3.0,5.0,111
3,2674.0,1.0,68.0,8.0,2.0,3.0,10.0,111
3,2674.0,2.0,41.0,15.0,2.0,7.0,4.0,111
3,2714.0,1.0,56.0,10.0,4.0,4.0,9.0,111
3,2714.0,2.0,45.0,11.0,1.0,2.0,1.0,111
3,2827.0,1.0,50.0,14.0,1.0,6.0,8.0,111
3,2827.0,2.0,90.0,8.0,1.0,9.0,2.0,111
3,2866.0,1.0,49.0,7.0,2.0,8.0,13.0,111
3,2866.0,2.0,67.0,15.0,3.0,7.0,5.0,111
3,2930.0,1.0,56.0,6.0,1.0,3.0,8.0,118
3,2930.0,2.0,66.0,15.0,2.0,2.0,6.0,118
3,3019.0,1.0,48.0,13.0,1.0,6.0,5.0,111
3,3019.0,2.0,95.0,13.0,2.0,6.0,1.0,111
3,3083.0,1.0,66.0,12.0,2.0,7.0,15.0,111
3,3083.0,2.0,78.0,15.0,5.0,5.0,3.0,111
3,3126.0,1.0,70.0,14.0,3.0,7.0,30.0,115
3,3126.0,2.0,67.0,18.0,2.0,2.0,3.0,115
3,3185.0,1.0,82.0,13.0,4.0,5.0,8.0,111
3,3185.0,2.0,89.0,14.0,2.0,3.0,2.0,111
3,3227.0,1.0,68.0,10.0,1.0,5.0,5.0,108
3,3227.0,2.0,90.0,7.0,8.0,4.0,4.0,108
3,3252.0,1.0,55.0,10.0,2.0,1.0,7.0,108
3,3252.0,2.0,61.0,16.0,3.0,4.0,4.0,108
3,3286.0,1.0,77.0,13.0,0.0,2.0,7.0,108
3,3286.0,2.0,77.0,14.0,1.0,2.0,6.0,108
3,3366.0,1.0,58.0,15.0,0.0,2.0,9.0,109
3,3366.0,2.0,80.0,16.0,0.0,2.0,4.0,109
3,3398.0,1.0,60.0,11.0,1.0,4.0,11.0,111
3,3398.0,2.0,84.0,16.0,3.0,1.0,3.0,111
3,3460.0,1.0,62.0,14.0,4.0,3.0,5.0,108
3,3460.0,2.0,71.0,15.0,3.0,2.0,2.0,108
3,3535.0,1.0,71.0,14.0,0.0,0.0,13.0,108
3,3535.0,2.0,88.0,9.0,3.0,3.0,4.0,108
3,3559.0,1.0,48.0,8.0,0.0,2.0,8.0,106
3,3561.0,2.0,74.0,10.0,0.0,2.0,4.0,108
3,3590.0,1.0,83.0,20.0,0.0,2.0,3.0,102
3,3590.0,2.0,107.0,16.0,1.0,0.0,4.0,102
3,3640.0,1.0,120.0,22.0,2.0,2.0,5.0,104
3,3640.0,2.0,107.0,20.0,0.0,2.0,1.0,104
3,3676.0,1.0,56.0,8.0,2.0,0.0,6.0,104
3,3676.0,2.0,47.0,12.0,1.0,2.0,2.0,104
3,3686.0,2.0,81.0,10.0,0.0,2.0,3.0,75
3,3696.0,1.0,82.0,12.0,2.0,1.0,6.0,99
3,3736.0,1.0,5.0,1.0,0.0,0.0,0.0,86
3,3736.0,2.0,2.0,0.0,0.0,0.0,0.0,86
4,5.0,1.0,33.0,3.0,0.0,0.0,0.0,97
4,5.0,2.0,24.0,5.0,2.0,0.0,0.0,97
4,17.0,1.0,32.0,3.0,0.0,0.0,0.0,90
4,17.0,2.0,24.0,6.0,0.0,0.0,0.0,90
4,29.0,1.0,38.0,3.0,0.0,1.0,0.0,82
4,29.0,2.0,33.0,5.0,1.0,4.0,0.0,82
4,61.0,1.0,55.0,8.0,0.0,1.0,3.0,93
4,61.0,2.0,46.0,12.0,1.0,3.0,2.0,93
4,99.0,1.0,62.0,9.0,2.0,2.0,1.0,97
4,99.0,2.0,55.0,18.0,0.0,3.0,0.0,97
4,147.0,1.0,56.0,10.0,4.0,0.0,1.0,97
4,147.0,2.0,32.0,10.0,0.0,2.0,3.0,97
4,153.0,1.0,80.0,13.0,2.0,0.0,2.0,100
4,153.0,2.0,55.0,15.0,1.0,3.0,4.0,100
4,163.0,2.0,37.0,6.0,0.0,0.0,0.0,104
4,174.0,1.0,42.0,4.0,0.0,1.0,0.0,118
4,182.0,2.0,52.0,9.0,1.0,2.0,2.0,100
4,200.0,1.0,45.0,11.0,0.0,0.0,0.0,97
4,206.0,2.0,41.0,6.0,0.0,1.0,0.0,100
4,208.0,1.0,55.0,16.0,0.0,0.0,0.0,100
4,213.0,1.0,59.0,10.0,1.0,6.0,4.0,93
4,233.0,1.0,107.0,12.0,1.0,5.0,3.0,97
4,248.0,2.0,125.0,18.0,3.0,6.0,5.0,97
4,256.0,1.0,93.0,11.0,0.0,3.0,5.0,97
4,264.0,2.0,105.0,14.0,1.0,1.0,4.0,97
4,271.0,1.0,75.0,17.0,0.0,0.0,0.0,100
4,293.0,1.0,97.0,5.0,5.0,4.0,3.0,100
4,293.0,2.0,111.0,11.0,4.0,1.0,3.0,100
4,305.0,2.0,77.0,10.0,1.0,0.0,0.0,99
4,333.0,1.0,45.0,7.0,0.0,0.0,0.0,100
4,334.0,2.0,34.0,8.0,0.0,0.0,0.0,99
4,339.0,2.0,178.0,24.0,7.0,2.0,1.0,97
4,340.0,1.0,190.0,23.0,11.0,8.0,2.0,104
4,376.0,1.0,127.0,13.0,5.0,4.0,1.0,97
4,376.0,2.0,129.0,21.0,4.0,2.0,2.0,97
4,413.0,1.0,88.0,9.0,2.0,2.0,1.0,100
4,413.0,2.0,101.0,13.0,8.0,1.0,1.0,100
4,447.0,1.0,95.0,20.0,2.0,1.0,0.0,97
4,447.0,2.0,86.0,16.0,0.0,0.0,0.0,97
4,467.0,1.0,143.0,20.0,10.0,9.0,7.0,100
4,467.0,2.0,109.0,23.0,6.0,4.0,0.0,100
4,492.0,1.0,102.0,21.0,9.0,6.0,6.0,104
4,492.0,2.0,57.0,9.0,1.0,3.0,1.0,104
4,511.0,1.0,151.0,29.0,8.0,8.0,3.0,108
4,511.0,2.0,86.0,12.0,1.0,5.0,2.0,108
4,532.0,1.0,109.0,14.0,4.0,4.0,2.0,100
4,532.0,2.0,83.0,12.0,1.0,3.0,3.0,100
4,557.0,1.0,116.0,15.0,5.0,7.0,3.0,104
4,557.0,2.0,94.0,12.0,2.0,5.0,5.0,104
4,578.0,2.0,76.0,7.0,2.0,5.0,6.0,100
4,579.0,1.0,61.0,7.0,0.0,0.0,0.0,104
4,579.0,2.0,80.0,11.0,3.0,0.0,0.0,104
4,584.0,1.0,107.0,11.0,3.0,9.0,8.0,100
4,608.0,1.0,52.0,12.0,1.0,0.0,0.0,100
4,610.0,2.0,49.0,11.0,3.0,0.0,0.0,100
4,633.0,1.0,75.0,11.0,2.0,4.0,13.0,100
4,633.0,2.0,86.0,10.0,2.0,7.0,4.0,100
4,664.0,1.0,59.0,12.0,2.0,2.0,12.0,100
4,664.0,2.0,68.0,16.0,5.0,9.0,2.0,100
4,681.0,1.0,65.0,8.0,1.0,2.0,8.0,104
4,681.0,2.0,78.0,16.0,5.0,11.0,2.0,104
4,699.0,1.0,75.0,11.0,0.0,3.0,5.0,100
4,699.0,2.0,42.0,13.0,3.0,6.0,4.0,100
4,750.0,1.0,115.0,19.0,2.0,5.0,5.0,108
4,750.0,2.0,96.0,13.0,1.0,4.0,4.0,108
4,880.0,1.0,135.0,21.0,4.0,3.0,6.0,100
4,880.0,2.0,112.0,14.0,4.0,2.0,7.0,100
4,928.0,1.0,134.0,16.0,4.0,8.0,7.0,104
4,928.0,2.0,97.0,8.0,4.0,2.0,4.0,104
4,950.0,2.0,77.0,7.0,5.0,1.0,5.0,104
4,956.0,1.0,94.0,15.0,3.0,6.0,4.0,104
4,979.0,1.0,123.0,16.0,3.0,6.0,3.0,100
4,980.0,2.0,82.0,9.0,7.0,4.0,7.0,104
4,1045.0,1.0,137.0,18.0,5.0,3.0,8.0,100
4,1045.0,2.0,75.0,9.0,5.0,3.0,4.0,100
4,1123.0,1.0,110.0,26.0,1.0,4.0,3.0,104
4,1123.0,2.0,57.0,8.0,3.0,1.0,3.0,104
4,1292.0,1.0,113.0,8.0,2.0,2.0,1.0,104
4,1292.0,2.0,59.0,9.0,4.0,2.0,2.0,104
4,1389.0,1.0,101.0,13.0,2.0,2.0,7.0,108
4,1389.0,2.0,71.0,10.0,7.0,3.0,0.0,108
4,1465.0,1.0,106.0,14.0,1.0,3.0,0.0,104
4,1465.0,2.0,79.0,12.0,5.0,4.0,3.0,104
4,1572.0,1.0,80.0,16.0,0.0,2.0,5.0,104
4,1572.0,2.0,55.0,8.0,2.0,3.0,3.0,104
4,1621.0,1.0,89.0,18.0,1.0,5.0,7.0,111
4,1621.0,2.0,63.0,10.0,4.0,1.0,2.0,111
4,1664.0,1.0,100.0,14.0,5.0,2.0,7.0,111
4,1664.0,2.0,72.0,6.0,7.0,3.0,1.0,111
4,1699.0,1.0,105.0,11.0,2.0,8.0,4.0,111
4,1699.0,2.0,74.0,11.0,6.0,5.0,2.0,111
4,1774.0,1.0,92.0,18.0,5.0,6.0,6.0,106
4,1774.0,2.0,65.0,11.0,7.0,4.0,3.0,106
4,1802.0,1.0,103.0,21.0,7.0,4.0,4.0,108
4,1802.0,2.0,75.0,14.0,0.0,2.0,4.0,108
4,1839.0,1.0,101.0,14.0,3.0,6.0,5.0,111
4,1839.0,2.0,69.0,8.0,3.0,2.0,2.0,111
4,1906.0,1.0,114.0,8.0,1.0,5.0,3.0,108
4,1906.0,2.0,55.0,7.0,3.0,3.0,2.0,108
4,1960.0,1.0,158.0,26.0,5.0,10.0,8.0,115
4,1960.0,2.0,73.0,14.0,5.0,8.0,6.0,115
4,2011.0,1.0,127.0,24.0,3.0,7.0,4.0,111
4,2011.0,2.0,71.0,13.0,6.0,2.0,4.0,111
4,2089.0,1.0,106.0,26.0,3.0,7.0,8.0,111
4,2089.0,2.0,76.0,11.0,2.0,3.0,7.0,111
4,2156.0,1.0,115.0,22.0,1.0,7.0,5.0,111
4,2156.0,2.0,63.0,11.0,4.0,1.0,6.0,111
4,2249.0,1.0,102.0,18.0,2.0,5.0,5.0,115
4,2249.0,2.0,65.0,10.0,4.0,4.0,2.0,115
4,2322.0,1.0,91.0,18.0,4.0,5.0,6.0,111
4,2322.0,2.0,59.0,11.0,3.0,4.0,3.0,111
4,2394.0,1.0,90.0,13.0,4.0,10.0,7.0,111
4,2394.0,2.0,52.0,11.0,3.0,3.0,5.0,111
4,2425.0,1.0,84.0,15.0,4.0,7.0,5.0,113
4,2425.0,2.0,56.0,9.0,4.0,4.0,3.0,113
4,2472.0,1.0,78.0,12.0,5.0,4.0,4.0,115
4,2472.0,2.0,50.0,15.0,3.0,4.0,3.0,115
4,2514.0,1.0,81.0,13.0,3.0,1.0,9.0,111
4,2514.0,2.0,54.0,16.0,5.0,4.0,3.0,111
4,2603.0,1.0,65.0,9.0,3.0,7.0,13.0,115
4,2603.0,2.0,39.0,11.0,5.0,3.0,5.0,115
4,2674.0,1.0,68.0,8.0,2.0,3.0,10.0,111
4,2674.0,2.0,41.0,15.0,2.0,7.0,4.0,111
4,2714.0,1.0,56.0,10.0,4.0,4.0,9.0,111
4,2714.0,2.0,45.0,11.0,1.0,2.0,1.0,111
4,2827.0,1.0,50.0,14.0,1.0,6.0,8.0,115
4,2827.0,2.0,90.0,8.0,1.0,9.0,2.0,115
4,2866.0,1.0,49.0,7.0,2.0,8.0,13.0,111
4,2866.0,2.0,67.0,15.0,3.0,7.0,5.0,111
4,2930.0,1.0,56.0,6.0,1.0,3.0,8.0,111
4,2930.0,2.0,66.0,15.0,2.0,2.0,6.0,111
4,3019.0,1.0,48.0,13.0,1.0,6.0,5.0,111
4,3019.0,2.0,95.0,13.0,2.0,6.0,1.0,111
4,3083.0,1.0,66.0,12.0,2.0,7.0,15.0,117
4,3083.0,2.0,78.0,15.0,5.0,5.0,3.0,117
4,3126.0,1.0,70.0,14.0,3.0,7.0,30.0,108
4,3126.0,2.0,67.0,18.0,2.0,2.0,3.0,108
4,3185.0,1.0,82.0,13.0,4.0,5.0,8.0,108
4,3185.0,2.0,89.0,14.0,2.0,3.0,2.0,108
4,3227.0,1.0,68.0,10.0,1.0,5.0,5.0,108
4,3227.0,2.0,90.0,7.0,8.0,4.0,4.0,108
4,3252.0,1.0,55.0,10.0,2.0,1.0,7.0,108
4,3252.0,2.0,61.0,16.0,3.0,4.0,4.0,108
4,3286.0,1.0,77.0,13.0,0.0,2.0,7.0,108
4,3286.0,2.0,77.0,14.0,1.0,2.0,6.0,108
4,3366.0,1.0,58.0,15.0,0.0,2.0,9.0,106
4,3366.0,2.0,80.0,16.0,0.0,2.0,4.0,106
4,3398.0,1.0,60.0,11.0,1.0,4.0,11.0,115
4,3398.0,2.0,84.0,16.0,3.0,1.0,3.0,115
4,3460.0,1.0,62.0,14.0,4.0,3.0,5.0,111
4,3460.0,2.0,71.0,15.0,3.0,2.0,2.0,111
4,3535.0,1.0,71.0,14.0,0.0,0.0,13.0,104
4,3535.0,2.0,88.0,9.0,3.0,3.0,4.0,104
4,3559.0,1.0,48.0,8.0,0.0,2.0,8.0,108
4,3561.0,2.0,74.0,10.0,0.0,2.0,4.0,108
4,3590.0,1.0,83.0,20.0,0.0,2.0,3.0,104
4,3590.0,2.0,107.0,16.0,1.0,0.0,4.0,104
4,3640.0,1.0,120.0,22.0,2.0,2.0,5.0,102
4,3640.0,2.0,107.0,20.0,0.0,2.0,1.0,102
4,3676.0,1.0,56.0,8.0,2.0,0.0,6.0,100
4,3676.0,2.0,47.0,12.0,1.0,2.0,2.0,100
4,3686.0,2.0,81.0,10.0,0.0,2.0,3.0,111
4,3696.0,1.0,82.0,12.0,2.0,1.0,6.0,100
4,3736.0,1.0,5.0,1.0,0.0,0.0,0.0,86
4,3736.0,2.0,2.0,0.0,0.0,0.0,0.0,86
5,5.0,1.0,33.0,3.0,0.0,0.0,0.0,91
5,5.0,2.0,24.0,5.0,2.0,0.0,0.0,91
5,17.0,1.0,32.0,3.0,0.0,0.0,0.0,93
5,17.0,2.0,24.0,6.0,0.0,0.0,0.0,93
5,29.0,1.0,38.0,3.0,0.0,1.0,0.0,93
5,29.0,2.0,33.0,5.0,1.0,4.0,0.0,93
5,61.0,1.0,55.0,8.0,0.0,1.0,3.0,97
5,61.0,2.0,46.0,12.0,1.0,3.0,2.0,97
5,99.0,1.0,62.0,9.0,2.0,2.0,1.0,97
5,99.0,2.0,55.0,18.0,0.0,3.0,0.0,97
5,147.0,1.0,56.0,10.0,4.0,0.0,1.0,104
5,147.0,2.0,32.0,10.0,0.0,2.0,3.0,104
5,153.0,1.0,80.0,13.0,2.0,0.0,2.0,100
5,153.0,2.0,55.0,15.0,1.0,3.0,4.0,100
5,163.0,2.0,37.0,6.0,0.0,0.0,0.0,100
5,174.0,1.0,42.0,4.0,0.0,1.0,0.0,109
5,182.0,2.0,52.0,9.0,1.0,2.0,2.0,97
5,200.0,1.0,45.0,11.0,0.0,0.0,0.0,100
5,206.0,2.0,41.0,6.0,0.0,1.0,0.0,97
5,208.0,1.0,55.0,16.0,0.0,0.0,0.0,104
5,213.0,1.0,59.0,10.0,1.0,6.0,4.0,93
5,233.0,1.0,107.0,12.0,1.0,5.0,3.0,100
5,248.0,2.0,125.0,18.0,3.0,6.0,5.0,100
5,256.0,1.0,93.0,11.0,0.0,3.0,5.0,97
5,264.0,2.0,105.0,14.0,1.0,1.0,4.0,100
5,271.0,1.0,75.0,17.0,0.0,0.0,0.0,104
5,293.0,1.0,97.0,5.0,5.0,4.0,3.0,100
5,293.0,2.0,111.0,11.0,4.0,1.0,3.0,100
5,305.0,2.0,77.0,10.0,1.0,0.0,0.0,99
5,333.0,1.0,45.0,7.0,0.0,0.0,0.0,104
5,334.0,2.0,34.0,8.0,0.0,0.0,0.0,99
5,339.0,2.0,178.0,24.0,7.0,2.0,1.0,97
5,340.0,1.0,190.0,23.0,11.0,8.0,2.0,104
5,376.0,1.0,127.0,13.0,5.0,4.0,1.0,97
5,376.0,2.0,129.0,21.0,4.0,2.0,2.0,97
5,413.0,1.0,88.0,9.0,2.0,2.0,1.0,100
5,413.0,2.0,101.0,13.0,8.0,1.0,1.0,100
5,447.0,1.0,95.0,20.0,2.0,1.0,0.0,100
5,447.0,2.0,86.0,16.0,0.0,0.0,0.0,100
5,467.0,1.0,143.0,20.0,10.0,9.0,7.0,99
5,467.0,2.0,109.0,23.0,6.0,4.0,0.0,99
5,492.0,1.0,102.0,21.0,9.0,6.0,6.0,100
5,492.0,2.0,57.0,9.0,1.0,3.0,1.0,100
5,511.0,1.0,151.0,29.0,8.0,8.0,3.0,104
5,511.0,2.0,86.0,12.0,1.0,5.0,2.0,104
5,532.0,1.0,109.0,14.0,4.0,4.0,2.0,97
5,532.0,2.0,83.0,12.0,1.0,3.0,3.0,97
5,557.0,1.0,116.0,15.0,5.0,7.0,3.0,100
5,557.0,2.0,94.0,12.0,2.0,5.0,5.0,100
5,578.0,2.0,76.0,7.0,2.0,5.0,6.0,104
5,579.0,1.0,61.0,7.0,0.0,0.0,0.0,100
5,579.0,2.0,80.0,11.0,3.0,0.0,0.0,100
5,584.0,1.0,107.0,11.0,3.0,9.0,8.0,100
5,608.0,1.0,52.0,12.0,1.0,0.0,0.0,104
5,610.0,2.0,49.0,11.0,3.0,0.0,0.0,100
5,633.0,1.0,75.0,11.0,2.0,4.0,13.0,104
5,633.0,2.0,86.0,10.0,2.0,7.0,4.0,104
5,664.0,1.0,59.0,12.0,2.0,2.0,12.0,100
5,664.0,2.0,68.0,16.0,5.0,9.0,2.0,100
5,681.0,1.0,65.0,8.0,1.0,2.0,8.0,108
5,681.0,2.0,78.0,16.0,5.0,11.0,2.0,108
5,699.0,1.0,75.0,11.0,0.0,3.0,5.0,100
5,699.0,2.0,42.0,13.0,3.0,6.0,4.0,100
5,750.0,1.0,115.0,19.0,2.0,5.0,5.0,104
5,750.0,2.0,96.0,13.0,1.0,4.0,4.0,104
5,880.0,1.0,135.0,21.0,4.0,3.0,6.0,100
5,880.0,2.0,112.0,14.0,4.0,2.0,7.0,100
5,928.0,1.0,134.0,16.0,4.0,8.0,7.0,100
5,928.0,2.0,97.0,8.0,4.0,2.0,4.0,100
5,950.0,2.0,77.0,7.0,5.0,1.0,5.0,104
5,956.0,1.0,94.0,15.0,3.0,6.0,4.0,104
5,979.0,1.0,123.0,16.0,3.0,6.0,3.0,104
5,980.0,2.0,82.0,9.0,7.0,4.0,7.0,104
5,1045.0,1.0,137.0,18.0,5.0,3.0,8.0,104
5,1045.0,2.0,75.0,9.0,5.0,3.0,4.0,104
5,1123.0,1.0,110.0,26.0,1.0,4.0,3.0,104
5,1123.0,2.0,57.0,8.0,3.0,1.0,3.0,104
5,1292.0,1.0,113.0,8.0,2.0,2.0,1.0,104
5,1292.0,2.0,59.0,9.0,4.0,2.0,2.0,104
5,1389.0,1.0,101.0,13.0,2.0,2.0,7.0,108
5,1389.0,2.0,71.0,10.0,7.0,3.0,0.0,108
5,1465.0,1.0,106.0,14.0,1.0,3.0,0.0,106
5,1465.0,2.0,79.0,12.0,5.0,4.0,3.0,106
5,1572.0,1.0,80.0,16.0,0.0,2.0,5.0,111
5,1572.0,2.0,55.0,8.0,2.0,3.0,3.0,111
5,1621.0,1.0,89.0,18.0,1.0,5.0,7.0,108
5,1621.0,2.0,63.0,10.0,4.0,1.0,2.0,108
5,1664.0,1.0,100.0,14.0,5.0,2.0,7.0,108
5,1664.0,2.0,72.0,6.0,7.0,3.0,1.0,108
5,1699.0,1.0,105.0,11.0,2.0,8.0,4.0,108
5,1699.0,2.0,74.0,11.0,6.0,5.0,2.0,108
5,1774.0,1.0,92.0,18.0,5.0,6.0,6.0,108
5,1774.0,2.0,65.0,11.0,7.0,4.0,3.0,108
5,1802.0,1.0,103.0,21.0,7.0,4.0,4.0,111
5,1802.0,2.0,75.0,14.0,0.0,2.0,4.0,111
5,1839.0,1.0,101.0,14.0,3.0,6.0,5.0,111
5,1839.0,2.0,69.0,8.0,3.0,2.0,2.0,111
5,1906.0,1.0,114.0,8.0,1.0,5.0,3.0,109
5,1906.0,2.0,55.0,7.0,3.0,3.0,2.0,109
5,1960.0,1.0,158.0,26.0,5.0,10.0,8.0,111
5,1960.0,2.0,73.0,14.0,5.0,8.0,6.0,111
5,2011.0,1.0,127.0,24.0,3.0,7.0,4.0,111
5,2011.0,2.0,71.0,13.0,6.0,2.0,4.0,111
5,2089.0,1.0,106.0,26.0,3.0,7.0,8.0,111
5,2089.0,2.0,76.0,11.0,2.0,3.0,7.0,111
5,2156.0,1.0,115.0,22.0,1.0,7.0,5.0,115
5,2156.0,2.0,63.0,11.0,4.0,1.0,6.0,115
5,2249.0,1.0,102.0,18.0,2.0,5.0,5.0,115
5,2249.0,2.0,65.0,10.0,4.0,4.0,2.0,115
5,2322.0,1.0,91.0,18.0,4.0,5.0,6.0,108
5,2322.0,2.0,59.0,11.0,3.0,4.0,3.0,108
5,2394.0,1.0,90.0,13.0,4.0,10.0,7.0,111
5,2394.0,2.0,52.0,11.0,3.0,3.0,5.0,111
5,2425.0,1.0,84.0,15.0,4.0,7.0,5.0,111
5,2425.0,2.0,56.0,9.0,4.0,4.0,3.0,111
5,2472.0,1.0,78.0,12.0,5.0,4.0,4.0,115
5,2472.0,2.0,50.0,15.0,3.0,4.0,3.0,115
5,2514.0,1.0,81.0,13.0,3.0,1.0,9.0,108
5,2514.0,2.0,54.0,16.0,5.0,4.0,3.0,108
5,2603.0,1.0,65.0,9.0,3.0,7.0,13.0,111
5,2603.0,2.0,39.0,11.0,5.0,3.0,5.0,111
5,2674.0,1.0,68.0,8.0,2.0,3.0,10.0,108
5,2674.0,2.0,41.0,15.0,2.0,7.0,4.0,108
5,2714.0,1.0,56.0,10.0,4.0,4.0,9.0,113
5,2714.0,2.0,45.0,11.0,1.0,2.0,1.0,113
5,2827.0,1.0,50.0,14.0,1.0,6.0,8.0,115
5,2827.0,2.0,90.0,8.0,1.0,9.0,2.0,115
5,2866.0,1.0,49.0,7.0,2.0,8.0,13.0,111
5,2866.0,2.0,67.0,15.0,3.0,7.0,5.0,111
5,2930.0,1.0,56.0,6.0,1.0,3.0,8.0,115
5,2930.0,2.0,66.0,15.0,2.0,2.0,6.0,115
5,3019.0,1.0,48.0,13.0,1.0,6.0,5.0,111
5,3019.0,2.0,95.0,13.0,2.0,6.0,1.0,111
5,3083.0,1.0,66.0,12.0,2.0,7.0,15.0,111
5,3083.0,2.0,78.0,15.0,5.0,5.0,3.0,111
5,3126.0,1.0,70.0,14.0,3.0,7.0,30.0,111
5,3126.0,2.0,67.0,18.0,2.0,2.0,3.0,111
5,3185.0,1.0,82.0,13.0,4.0,5.0,8.0,108
5,3185.0,2.0,89.0,14.0,2.0,3.0,2.0,108
5,3227.0,1.0,68.0,10.0,1.0,5.0,5.0,108
5,3227.0,2.0,90.0,7.0,8.0,4.0,4.0,108
5,3252.0,1.0,55.0,10.0,2.0,1.0,7.0,108
5,3252.0,2.0,61.0,16.0,3.0,4.0,4.0,108
5,3286.0,1.0,77.0,13.0,0.0,2.0,7.0,108
5,3286.0,2.0,77.0,14.0,1.0,2.0,6.0,108
5,3366.0,1.0,58.0,15.0,0.0,2.0,9.0,108
5,3366.0,2.0,80.0,16.0,0.0,2.0,4.0,108
5,3398.0,1.0,60.0,11.0,1.0,4.0,11.0,111
5,3398.0,2.0,84.0,16.0,3.0,1.0,3.0,111
5,3460.0,1.0,62.0,14.0,4.0,3.0,5.0,111
5,3460.0,2.0,71.0,15.0,3.0,2.0,2.0,111
5,3535.0,1.0,71.0,14.0,0.0,0.0,13.0,108
5,3535.0,2.0,88.0,9.0,3.0,3.0,4.0,108
5,3559.0,1.0,48.0,8.0,0.0,2.0,8.0,104
5,3561.0,2.0,74.0,10.0,0.0,2.0,4.0,104
5,3590.0,1.0,83.0,20.0,0.0,2.0,3.0,104
5,3590.0,2.0,107.0,16.0,1.0,0.0,4.0,104
5,3640.0,1.0,120.0,22.0,2.0,2.0,5.0,108
5,3640.0,2.0,107.0,20.0,0.0,2.0,1.0,108
5,3676.0,1.0,56.0,8.0,2.0,0.0,6.0,108
5,3676.0,2.0,47.0,12.0,1.0,2.0,2.0,108
5,3686.0,2.0,81.0,10.0,0.0,2.0,3.0,104
5,3696.0,1.0,82.0,12.0,2.0,1.0,6.0,97
5,3736.0,1.0,5.0,1.0,0.0,0.0,0.0,82
5,3736.0,2.0,2.0,0.0,0.0,0.0,0.0,82
6,5.0,1.0,33.0,3.0,0.0,0.0,0.0,91
6,5.0,2.0,24.0,5.0,2.0,0.0,0.0,91
6,17.0,1.0,32.0,3.0,0.0,0.0,0.0,97
6,17.0,2.0,24.0,6.0,0.0,0.0,0.0,97
6,29.0,1.0,38.0,3.0,0.0,1.0,0.0,90
6,29.0,2.0,33.0,5.0,1.0,4.0,0.0,90
6,61.0,1.0,55.0,8.0,0.0,1.0,3.0,97
6,61.0,2.0,46.0,12.0,1.0,3.0,2.0,97
6,99.0,1.0,62.0,9.0,2.0,2.0,1.0,97
6,99.0,2.0,55.0,18.0,0.0,3.0,0.0,97
6,147.0,1.0,56.0,10.0,4.0,0.0,1.0,97
6,147.0,2.0,32.0,10.0,0.0,2.0,3.0,97
6,153.0,1.0,80.0,13.0,2.0,0.0,2.0,97
6,153.0,2.0,55.0,15.0,1.0,3.0,4.0,97
6,163.0,2.0,37.0,6.0,0.0,0.0,0.0,95
6,174.0,1.0,42.0,4.0,0.0,1.0,0.0,115
6,182.0,2.0,52.0,9.0,1.0,2.0,2.0,93
6,200.0,1.0,45.0,11.0,0.0,0.0,0.0,99
6,206.0,2.0,41.0,6.0,0.0,1.0,0.0,100
6,208.0,1.0,55.0,16.0,0.0,0.0,0.0,100
6,213.0,1.0,59.0,10.0,1.0,6.0,4.0,97
6,233.0,1.0,107.0,12.0,1.0,5.0,3.0,93
6,248.0,2.0,125.0,18.0,3.0,6.0,5.0,104
6,256.0,1.0,93.0,11.0,0.0,3.0,5.0,97
6,264.0,2.0,105.0,14.0,1.0,1.0,4.0,104
6,271.0,1.0,75.0,17.0,0.0,0.0,0.0,104
6,293.0,1.0,97.0,5.0,5.0,4.0,3.0,100
6,293.0,2.0,111.0,11.0,4.0,1.0,3.0,100
6,305.0,2.0,77.0,10.0,1.0,0.0,0.0,97
6,333.0,1.0,45.0,7.0,0.0,0.0,0.0,104
6,334.0,2.0,34.0,8.0,0.0,0.0,0.0,100
